customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5228-FAHSV,Female,0,No,Yes,61,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),27.12,1617.99,No
8486-HZEDI,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),45.31,874.15,No
5908-TUCTJ,Male,0,Yes,No,13,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,47.6,592.94,No
9170-MIZKQ,Female,0,No,Yes,49,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),44.55,2211.41,No
9606-XLHQI,Female,1,No,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),116.39,7194.76,No
5916-XAYKR,Female,0,No,Yes,42,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,102.13,4296.81,No
2904-NWYHG,Male,0,Yes,No,54,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,33.54,1894.39,Yes
4861-WSTVJ,Female,0,Yes,No,39,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,113.33,4427.67,Yes
3783-FFMNF,Male,1,No,Yes,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,55.39,679.77,Yes
2523-QHNLF,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),76.14,4934.82,Yes
7259-BMAKV,Male,0,Yes,No,33,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,24.89,830.58,No
8010-MFDHC,Female,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,87.36,1912.13,No
4549-QYVRL,Male,1,No,No,70,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,19.83,1381.85,Yes
5036-HSNCJ,Male,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),81.3,476.31,Yes
1674-QMCIT,Male,0,No,No,64,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,77.64,4923.63,No
7626-RIFRO,Female,0,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),81.49,1405.16,Yes
7294-ABUGO,Female,0,Yes,No,7,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,24.13,92.54,Yes
4185-LQQWD,Female,0,No,Yes,41,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,115.83,4810.1,Yes
6321-XSABG,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,73.46,0.0,No
4974-KWDNX,Female,0,No,No,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,88.62,1259.99,Yes
3808-JNGEG,Male,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),70.56,1924.2,Yes
9781-GCKDS,Female,0,No,No,35,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,94.77,3219.9,No
5823-DORJU,Male,0,Yes,No,45,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,37.58,1678.99,Yes
9762-JPTBI,Male,0,Yes,No,20,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),84.55,1710.26,No
7553-LVDVZ,Male,0,Yes,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),81.89,4036.0,No
3304-GKDNU,Female,0,No,No,38,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),84.85,3276.0,No
3462-DMEFK,Female,0,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),84.09,3100.7,No
6561-OGHIB,Female,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,21.74,77.59,No
8478-GLQXH,Male,1,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,79.7,1547.93,No
1838-PMRCB,Male,0,Yes,No,7,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,103.5,730.6,No
2258-CFKLL,Female,0,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,76.04,1015.19,Yes
3449-XSCHQ,Female,0,Yes,No,61,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),111.53,6853.99,No
9979-IEBEL,Female,0,Yes,Yes,34,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,21.49,764.0,No
9395-PDQGO,Male,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),66.91,3610.92,No
8806-CDYZQ,Male,0,Yes,Yes,44,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,50.81,2300.53,No
4510-IUTQA,Male,0,No,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,42.79,786.43,No
7699-GDVDY,Male,0,No,No,52,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.98,2623.72,No
3218-YQYSI,Male,0,No,No,53,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,22.4,1230.37,Yes
1345-UPLOZ,Female,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Mailed check,27.04,1150.59,No
9084-ERTEF,Male,0,No,No,5,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,89.29,311.11,Yes
3292-YXSWY,Male,0,No,Yes,54,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Mailed check,26.44,1316.21,Yes
7549-ZKWPV,Male,1,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.38,4671.44,No
9758-QZSFW,Male,0,Yes,No,67,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),86.92,5755.75,No
5642-SFOBV,Male,0,Yes,No,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),83.01,238.11,Yes
3802-DCSBZ,Female,0,No,No,62,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),77.06,4768.63,No
3731-NFEFB,Male,0,No,No,57,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,110.07,6207.15,Yes
6580-MWVCU,Male,0,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),54.07,2834.13,No
7738-JMJLK,Male,0,Yes,No,37,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,42.94,1561.59,No
1560-XMUQM,Female,0,No,No,59,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),84.84,4993.49,No
5417-SHFBB,Female,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),67.08,3365.76,Yes
2367-WURZV,Female,1,No,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),108.95,2977.98,Yes
2744-HSRWT,Male,0,No,No,39,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,24.62,1047.78,Yes
3515-GTNCU,Female,1,No,No,70,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),82.48,5785.12,Yes
3766-NTEEX,Male,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,103.35,755.12,No
5183-WQBWF,Male,0,Yes,No,34,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),41.56,1334.4,No
6297-NKYNX,Female,0,Yes,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),100.92,1445.27,No
5243-BFROV,Male,0,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),75.79,1239.93,Yes
6747-ITHLG,Male,1,Yes,No,58,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),111.15,6384.99,No
4323-YVZOW,Male,0,Yes,No,33,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,63.67,2031.53,No
7525-RRYZV,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),44.6,90.02,No
6267-UHQXY,Male,1,No,No,68,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,93.07,6326.96,No
5894-RJPTK,Male,0,No,No,64,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,51.74,3263.88,No
5162-HIWSV,Female,0,No,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,40.35,2507.0,No
4790-SDNVF,Male,0,No,No,45,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,89.85,4024.93,No
3715-KEPSF,Male,0,Yes,No,20,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),101.28,2035.67,No
7098-NIGAR,Female,0,No,No,37,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,113.27,4228.29,No
5142-MDATN,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,48.38,3487.26,No
6146-XDXTI,Male,0,Yes,No,59,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),65.39,3945.93,No
3260-VUGCN,Male,0,Yes,No,35,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,36.73,1257.32,No
9443-TAHZQ,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,112.64,557.2,Yes
2980-GOEZP,Male,1,Yes,No,38,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),100.93,3846.96,No
3184-FHFRV,Female,0,No,No,28,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,75.06,1983.19,Yes
8102-OLLYE,Female,0,Yes,Yes,26,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,110.34,2820.19,Yes
2304-GJHRI,Female,0,Yes,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),100.67,6773.84,No
6726-WWICI,Female,0,No,Yes,8,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),21.35,203.23,Yes
4137-FHLXV,Male,0,No,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),96.52,2118.11,No
7799-NLFLC,Male,0,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,30.48,1954.01,No
6274-MFBXE,Male,1,No,No,18,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Electronic check,51.55,902.08,No
5816-NQNMS,Male,0,No,No,29,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,30.17,866.3,No
2652-LTGAT,Male,0,No,No,57,No,No phone service,DSL,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),24.67,1281.99,No
3265-NDCBX,Female,0,No,Yes,39,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,79.15,3101.17,No
9211-BEYLC,Female,0,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,113.98,7712.08,No
2612-NDZYL,Male,0,No,No,31,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),25.48,733.69,No
3385-DFRTV,Male,0,Yes,No,64,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,93.53,5981.7,No
3207-RYDOZ,Male,0,Yes,No,33,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),46.32,1635.21,No
7616-GUDJN,Female,1,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.32,777.37,Yes
6418-OBQVS,Male,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Electronic check,110.94,6461.92,No
5138-GPSTB,Male,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),23.69,649.42,No
9674-QDJRP,Male,0,No,Yes,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.88,691.58,Yes
4448-ILNFO,Female,0,No,No,33,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,41.03,1283.1,No
1122-OAWXX,Male,0,No,Yes,12,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),111.78,1414.65,No
9474-KGXWC,Female,0,No,No,54,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),48.75,2510.41,Yes
2265-SAQHK,Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),21.2,119.97,No
4297-XCOFF,Female,0,No,Yes,61,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),37.11,2259.35,No
2074-JWSEW,Female,0,No,No,21,No,No phone service,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,62.98,1322.8,No
7205-AJPZI,Female,0,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,106.95,5779.14,No
8900-GLHSQ,Female,0,Yes,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,44.41,851.54,No
8668-SAJWX,Male,0,Yes,Yes,48,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,69.57,3338.2,No
8399-QVHJJ,Male,0,No,Yes,5,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,48.6,214.88,Yes
9985-JQHYM,Male,0,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,75.98,2647.46,Yes
6578-OVRCQ,Female,0,No,Yes,26,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),27.14,692.42,No
2531-VHMSY,Male,0,Yes,No,39,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),68.51,2724.17,Yes
7916-VRPFS,Female,0,Yes,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,25.4,302.0,Yes
5974-QRFIS,Female,0,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,116.71,5989.65,No
9172-DGEHQ,Female,0,Yes,No,39,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),110.49,4281.33,Yes
9350-XIYWL,Male,0,Yes,No,42,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,83.23,3460.01,Yes
1242-MPSRD,Female,0,Yes,No,57,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,110.65,6326.6,No
3368-WAUBG,Female,0,Yes,No,2,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,77.35,129.15,No
1335-RTZIX,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,49.04,607.22,No
2318-IYJXV,Male,0,No,No,44,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,32.9,1486.96,No
7425-WZRKD,Female,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,118.1,1192.78,No
2848-QWGWK,Female,0,No,No,38,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),42.86,1637.34,No
7705-SWSOA,Male,0,No,Yes,18,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,105.35,1935.96,Yes
5100-VYJJF,Male,0,No,No,19,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),61.67,1169.92,No
2666-IXIQC,Male,0,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,No,Mailed check,50.87,3448.75,No
6751-HQFXT,Female,0,No,No,55,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,43.21,2422.49,Yes
6541-GSCSM,Male,0,No,Yes,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.93,424.12,Yes
1932-KONQC,Male,0,No,Yes,8,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,102.78,813.62,Yes
1451-YYZQP,Male,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),105.93,2449.95,No
4228-TJDEU,Female,0,Yes,Yes,46,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),92.08,4297.13,No
9341-UPEOE,Male,0,No,No,48,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,24.59,1163.54,Yes
7732-IXOMU,Male,0,Yes,No,26,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Mailed check,53.79,1452.81,No
7754-DKGLF,Male,0,Yes,No,27,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),100.13,2692.04,No
4489-NKVFL,Male,0,Yes,Yes,61,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,116.04,7064.13,No
5135-RIQQU,Male,0,Yes,No,15,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),104.76,1483.25,No
6225-EXMLM,Female,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.45,3818.56,Yes
7202-XARXA,Female,0,Yes,No,45,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),101.01,4472.46,No
3485-ZEZIM,Female,0,No,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,55.16,2125.87,No
2313-SDJFY,Male,1,Yes,No,33,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.58,2859.01,No
1793-WPCUY,Female,1,No,No,9,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),94.48,814.24,No
2023-FFZYJ,Female,0,No,No,0,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),68.76,0.0,No
5050-ZRHEM,Female,1,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),44.46,2879.78,No
6188-OLNEO,Male,0,Yes,Yes,16,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Credit card (automatic),111.5,1783.38,No
2080-DIHYQ,Male,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),98.62,4480.59,No
5375-RNYBG,Female,0,Yes,Yes,23,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,43.07,895.52,Yes
7063-ULFKR,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,30.31,1426.05,No
8003-HATTJ,Male,0,No,No,28,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.48,2615.49,Yes
6499-YUIOF,Male,1,No,Yes,71,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,84.57,6018.28,No
1258-YBGWT,Female,0,No,No,12,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,77.71,987.62,Yes
7778-XSFHV,Male,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,114.55,7312.72,Yes
6071-AEBRK,Female,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,52.49,1525.03,No
6918-PNNWF,Male,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,30.56,91.01,No
5551-HFJVX,Female,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Credit card (automatic),38.96,299.16,No
3768-MMYRS,Female,0,Yes,Yes,13,No,No phone service,DSL,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),90.8,1200.25,No
5264-ZOZPC,Male,0,No,No,9,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,109.83,958.45,No
5145-TPKPS,Female,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,87.29,2789.34,No
7552-UEWST,Female,0,Yes,No,39,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,32.91,1227.34,Yes
8783-OUZDA,Female,0,Yes,No,5,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Electronic check,89.26,468.74,No
1064-WNIUP,Male,1,Yes,Yes,16,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,50.07,794.52,Yes
7319-PJLVM,Male,0,No,Yes,35,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),58.33,2019.22,Yes
2555-EVAAP,Male,0,No,Yes,69,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),82.88,5762.53,No
4218-QLFVI,Female,0,Yes,Yes,60,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),61.17,3578.12,Yes
6198-HMJFS,Male,0,Yes,Yes,48,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),114.86,5521.89,Yes
4558-MKZSE,Female,1,No,No,68,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),98.08,6682.01,No
8632-KWFGF,Female,0,No,No,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,72.93,5061.34,No
8934-ZEETD,Male,0,No,No,23,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),61.76,1333.35,Yes
5148-BQZTV,Male,0,Yes,No,50,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,51.44,2561.0,No
6730-PPOVE,Female,1,Yes,Yes,41,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),51.58,2136.61,No
5567-RKXAP,Female,0,Yes,Yes,18,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),83.06,1521.64,Yes
9996-RUUYQ,Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),101.95,6202.05,No
6321-BNZOH,Male,0,No,Yes,66,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,37.51,2549.14,Yes
5337-KMYSP,Male,0,Yes,No,29,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),111.31,3345.29,No
6555-DVUNA,Female,0,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),48.47,1883.86,No
2184-OUWCV,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),89.29,403.31,Yes
2578-JPPPZ,Female,0,No,No,21,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,94.88,1927.14,No
7686-FIUHE,Female,0,Yes,Yes,10,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,100.81,987.4,Yes
2761-PVQPQ,Female,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,57.54,4092.94,No
1745-RSVPR,Male,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,59.53,1633.23,No
1866-DBGMW,Male,0,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,86.1,550.69,Yes
5392-QQBCT,Female,0,Yes,No,34,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,113.91,3956.82,No
1320-PAZQJ,Female,0,Yes,Yes,71,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,111.65,8010.39,Yes
6674-MFLFX,Male,0,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,93.29,6635.06,No
1137-ZIDAA,Male,0,No,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),37.59,1757.58,No
